Ventas_Tienda_1,Ventas_Tienda_2,Ventas_Tienda_3
37.41,62.37,59.19
32.01,60.19,59.24
49.01,61.61,59.73
44.59,64.14,59.96
35.4,59.57,60.7
46.86,57.22,62.69
38.74,59.67,58.57
37.76,60.47,60.98
27.58,56.23,60.57
41.58,55.74,61.11
52.16,67.95,60.55
42.66,59.91,60.08
40.71,54.71,57.25
33.9,54.46,59.93
42.82,54.66,65.24
30.85,52.03,62.01
31.87,61.36,57.69
46.45,66.12,57.93
64.71,67.66,58.02
36.15,65.97,60.21
33.77,63.59,58.06
41.67,54.27,61.17
51.98,58.88,58.67
48.8,56.33,59.64
43.71,59.27,58.87
37.42,58.99,56.19
63.99,70.22,58.89
61.09,56.0,55.96
55.49,55.21,59.07
54.91,55.21,58.5
48.54,55.53,59.8
37.11,48.22,57.74
42.98,55.18,61.01
41.48,65.68,60.14
30.56,73.2,60.93
57.12,61.43,61.16
39.9,54.3,57.38
23.11,56.08,60.01
43.76,55.66,61.01
40.58,53.42,60.75
43.98,63.57,59.48
53.3,64.35,61.14
43.71,62.17,57.49
46.23,65.01,59.8
36.03,59.35,55.33
43.02,50.88,60.79
28.85,61.14,61.61
55.73,61.37,61.43
41.7,55.95,64.48
55.87,67.24,62.15
48.9,50.09,61.08
42.45,59.34,60.69
40.37,68.73,59.51
47.76,56.31,59.81
39.04,68.51,57.62
33.98,61.54,61.64
39.63,58.34,59.67
47.58,68.72,59.46
49.94,60.97,56.91
53.51,56.86,63.96
43.4,64.13,57.33
50.39,62.28,59.54
51.64,61.24,59.62
53.28,56.26,61.69
42.11,68.07,57.99
44.22,61.09,61.6
38.83,65.05,61.76
58.72,68.26,60.74
53.82,57.11,61.42
59.31,60.5,58.92
46.67,59.54,61.45
54.39,52.54,60.72
49.65,53.11,60.7
57.21,53.62,58.44
49.31,51.56,56.43
40.22,55.74,61.19
67.81,55.69,60.3
38.67,54.83,60.55
42.63,59.75,58.02
59.5,54.39,61.71
41.26,62.16,57.67
42.93,61.13,56.43
57.74,64.22,61.47
24.44,64.68,60.27
48.76,58.44,63.0
31.54,69.46,62.58
51.78,54.48,60.04
38.32,59.89,59.01
43.07,60.41,60.43
42.85,53.78,60.63
51.54,66.71,58.65
44.1,56.55,61.72
28.53,57.68,60.0
44.59,65.57,59.91
39.25,62.38,58.54
30.37,65.23,60.51
37.15,69.67,61.35
27.54,62.82,61.28
44.19,66.04,58.48
54.2,58.55,61.09
43.37,60.88,57.13
42.88,70.11,59.27
27.84,66.49,62.05
39.53,59.89,62.18
52.85,66.05,59.28
34.69,64.09,61.02
50.45,60.34,58.1
31.91,64.89,65.59
43.75,68.76,62.04
41.55,61.61,58.42
40.51,56.73,63.87
39.66,55.29,60.36
54.92,62.22,64.18
47.75,55.81,55.85
45.43,56.86,62.58
44.04,67.83,59.08
54.47,66.16,63.29
40.22,69.17,59.56
32.87,56.19,56.08
25.12,59.97,59.7
27.57,59.9,63.81
36.66,49.11,59.96
42.35,55.84,60.72
40.07,50.38,57.56
43.16,60.06,61.07
58.1,57.38,60.84
43.22,61.17,57.46
65.83,60.85,59.41
49.63,54.87,59.66
38.85,61.9,62.36
47.95,59.55,63.76
54.12,57.53,62.23
44.51,63.55,64.53
47.83,55.68,64.18
37.25,53.54,58.38
50.77,59.83,59.21
48.95,60.69,62.16
62.82,70.25,58.98
34.77,67.11,62.71
29.87,55.51,60.27
52.48,53.11,59.07
53.81,59.68,60.09
50.84,65.28,57.89
53.42,59.71,63.66
51.14,65.82,55.99
50.27,61.05,58.98
22.31,48.47,61.77
63.83,54.19,58.41
52.39,51.45,61.53
42.97,59.23,56.62
69.05,56.58,57.69
38.85,61.4,59.56
35.53,60.37,61.54
41.06,64.67,62.02
35.69,62.69,60.63
49.35,68.01,57.08
48.44,60.85,61.39
39.24,62.48,60.16
43.3,60.79,59.38
24.35,51.91,60.37
50.17,63.31,59.13
54.06,58.78,61.27
29.15,68.51,63.02
51.21,58.91,57.91
37.7,61.48,61.37
45.69,70.0,62.34
51.07,62.81,61.49
36.09,65.53,58.97
44.27,67.43,57.11
46.21,64.96,57.35
54.02,58.19,59.18
26.96,54.82,59.27
66.71,59.03,58.61
76.99,67.0,60.82
32.0,52.02,62.07
57.74,53.65,59.71
47.03,53.43,58.07
51.49,54.82,61.41
47.91,53.41,60.62
38.2,63.43,61.96
35.56,65.76,55.69
59.45,68.11,59.31
41.22,62.66,60.32
40.04,58.52,58.95
43.66,63.72,59.39
48.84,69.73,60.79
56.67,65.92,60.29
51.05,60.65,59.83
31.3,55.66,59.8
36.99,64.24,62.54
41.15,64.83,62.08
38.29,63.81,62.25
45.39,54.73,61.23
37.67,58.87,59.18
37.12,60.71,58.37
58.9,59.09,59.28
48.79,51.3,60.61
73.32,60.1,61.41
39.12,71.18,52.43
83.52,65.55,60.44
40.48,60.4,65.75
31.96,63.27,60.97
38.09,61.01,58.96
55.27,64.92,58.77
33.78,58.39,61.63
35.98,61.65,55.6
38.86,62.9,60.15
46.51,58.29,59.06
55.01,50.77,60.07
33.84,58.19,58.16
56.5,63.98,59.82
50.49,62.99,65.07
26.35,56.6,62.12
38.76,63.14,62.72
51.22,68.17,58.4
42.81,55.46,59.47
53.59,60.09,61.74
53.99,60.7,61.1
35.43,60.7,59.15
52.09,54.94,59.43
45.08,60.76,58.91
48.4,59.96,59.86
57.53,64.88,62.33
57.27,63.64,63.61
56.75,64.04,63.6
47.21,55.18,59.74
50.55,60.0,61.24
40.53,63.05,61.6
47.87,63.96,58.42
53.8,57.96,58.83
25.97,58.16,60.29
55.23,56.01,56.2
41.02,54.08,60.0
34.48,60.04,59.7
40.15,62.78,59.26
63.79,65.83,58.94
48.01,62.69,61.0
51.74,65.25,60.37
38.46,54.63,60.31
30.74,66.84,63.39
32.68,61.14,61.06
37.6,56.7,60.88
31.63,61.83,61.0
61.46,63.15,55.87
29.12,66.12,61.17
45.6,51.08,64.74
37.25,59.49,61.3
39.22,63.19,60.62
46.69,57.78,61.09
33.02,68.26,57.13
35.79,56.33,63.07
33.77,62.02,61.02
43.37,58.06,65.31
37.33,67.15,59.87
41.67,58.31,60.78
50.94,63.52,58.01
53.21,56.01,63.53
51.2,63.89,60.56
38.92,62.92,60.52
50.44,57.88,57.89
47.14,56.37,59.38
27.16,57.84,61.26
55.62,54.36,61.48
34.26,59.48,58.49
41.67,58.15,59.02
26.77,62.76,59.44
38.33,54.67,59.57
33.24,58.55,62.25
45.81,68.45,60.75
63.75,54.31,60.91
35.33,56.89,60.03
47.21,55.27,60.16
43.61,53.18,63.11
47.29,56.66,62.5
42.16,52.89,52.54
35.41,53.71,62.31
36.18,66.1,57.81
49.85,63.84,59.96
40.91,56.21,62.63
46.91,60.45,62.8
26.95,56.71,57.95
48.53,52.44,58.6
47.73,60.18,59.41
54.79,62.87,60.16
35.63,63.85,56.16
35.11,73.49,58.83
37.85,56.15,64.54
36.52,63.39,62.29
58.57,65.08,60.28
45.04,61.75,58.93
36.12,60.25,61.01
54.71,56.94,58.3
40.68,60.22,60.16
57.84,54.23,59.66
48.67,59.61,62.89
44.59,58.26,58.26
23.47,54.73,59.48
23.58,55.92,61.59
45.68,54.13,63.28
54.73,55.82,59.49
47.52,53.96,59.95
39.11,56.54,58.26
66.19,57.22,60.16
31.85,64.81,61.38
43.56,56.37,61.53
68.24,60.49,59.65
53.91,58.96,58.58
46.87,61.23,59.79
50.21,55.76,58.59
36.77,59.15,62.48
50.98,64.9,57.14
42.31,53.71,59.73
48.69,55.53,59.1
37.89,65.93,61.76
46.48,58.26,59.05
30.87,74.93,59.13
32.48,63.57,58.45
33.64,71.16,60.85
50.59,59.34,64.72
46.43,59.24,60.2
50.59,50.88,61.2
46.18,57.49,58.9
44.31,60.75,57.72
42.04,61.43,61.87
35.11,62.45,61.98
38.56,58.3,55.58
49.77,57.24,58.12
53.12,56.37,59.82
35.86,63.46,61.35
61.38,59.8,55.85
52.32,59.06,59.77
42.93,56.88,61.0
44.88,57.06,60.82
30.39,64.62,61.6
48.38,57.82,63.0
59.1,63.32,55.44
30.9,54.61,57.86
56.71,63.39,58.06
45.1,70.14,55.04
37.23,49.83,59.2
68.17,67.12,59.97
57.89,66.46,61.98
47.19,45.7,57.75
59.69,57.47,61.22
68.39,59.08,58.38
27.27,59.32,59.35
32.08,62.85,66.63
52.27,64.56,58.88
56.56,56.9,59.75
37.15,58.52,62.97
32.25,54.63,59.49
48.58,48.47,59.48
43.51,63.86,58.95
55.97,53.19,62.5
65.08,64.8,60.28
44.87,60.79,58.02
61.42,55.76,60.0
39.25,56.76,62.36
46.14,55.65,56.31
60.4,60.17,58.64
47.42,71.19,61.41
40.66,57.73,60.45
46.91,54.37,60.43
46.2,71.56,60.81
26.96,65.26,58.64
36.09,59.85,60.64
39.25,58.24,57.71
44.34,60.98,57.77
41.38,65.8,61.42
34.84,50.0,61.01
53.93,64.26,58.4
51.04,61.44,55.05
45.49,64.09,59.08
50.51,61.35,60.72
55.34,61.34,60.39
37.11,53.97,59.06
35.7,59.46,56.95
46.47,48.9,59.83
34.46,62.53,59.27
55.27,54.38,60.54
41.35,52.04,61.77
55.05,66.84,59.8
64.07,64.3,60.24
39.76,61.87,54.96
50.41,56.11,59.26
54.51,59.43,61.24
60.93,63.24,62.32
39.12,56.18,60.23
42.09,64.11,58.69
50.13,60.18,60.05
55.97,63.25,59.0
56.41,52.97,59.29
54.45,54.63,59.02
45.34,51.46,60.51
41.95,53.21,60.09
48.84,62.3,59.76
47.35,53.81,59.26
47.24,57.71,64.39
30.81,57.4,64.13
31.61,52.25,56.52
40.26,53.66,60.81
49.82,56.9,60.38
32.24,67.06,61.25
43.75,57.86,59.86
52.73,58.59,59.34
25.98,60.27,55.74
47.68,60.79,56.59
40.55,65.7,59.5
36.19,62.3,58.43
65.79,66.54,60.17
40.69,63.57,60.28
40.18,59.87,59.99
39.73,57.21,61.95
43.68,53.58,60.09
76.15,64.84,62.37
42.11,64.8,60.69
69.21,63.46,57.46
45.76,56.83,59.26
51.37,67.94,61.65
57.84,57.96,60.82
26.99,61.46,61.46
54.12,62.24,63.72
56.44,52.9,59.6
51.88,63.11,58.2
48.9,58.15,64.22
49.94,70.95,61.73
43.42,55.66,58.18
39.51,52.72,57.99
47.56,63.24,60.44
46.47,52.17,61.59
49.32,61.64,61.36
38.35,56.53,63.58
55.33,66.83,60.28
59.8,70.97,60.61
46.94,61.19,59.44
47.9,56.99,58.04
32.78,67.01,61.92
42.98,51.15,61.06
45.38,58.15,60.0
52.33,62.98,59.34
37.2,53.63,56.17
42.4,63.74,54.79
35.96,57.09,57.77
51.3,58.59,59.08
31.91,61.9,63.29
47.11,61.24,58.11
47.79,57.58,60.88
36.76,57.39,65.65
33.82,63.2,59.78
47.99,63.4,63.64
48.58,53.74,59.27
36.74,67.77,56.99
44.41,64.84,61.4
32.66,65.29,62.66
52.19,65.29,60.71
46.1,66.45,60.05
48.52,70.86,60.9
40.57,71.42,61.46
35.29,53.21,61.22
33.74,53.17,56.66
47.78,58.28,61.7
30.55,59.27,63.01
68.91,70.4,58.78
35.78,59.61,61.2
44.52,67.56,60.61
32.6,63.1,61.86
44.36,63.68,60.03
37.48,62.37,61.12
30.18,61.4,59.89
47.4,67.24,64.05
46.93,65.56,60.69
44.6,52.72,62.08
59.33,59.58,61.05
41.29,58.64,60.23
54.74,67.05,60.4
49.1,55.93,59.72
55.82,54.52,60.76
31.9,63.83,62.13
38.46,60.25,60.15
43.62,60.55,63.65
39.94,57.17,66.61
53.12,57.16,63.78
42.99,67.48,61.29
30.61,63.73,58.97
53.31,61.91,61.01
47.44,67.67,60.36
45.34,55.99,60.9
36.78,64.96,59.92
52.22,66.99,59.93
42.6,64.41,61.87
37.32,67.13,57.46
41.62,57.92,64.09
41.45,60.15,58.15
49.28,65.58,59.45
39.26,65.43,58.76
41.34,50.03,61.85
37.08,63.48,58.85
52.99,56.86,60.41
33.75,71.14,61.17
39.32,54.81,58.53
46.6,69.16,59.92
30.42,59.61,59.8
56.36,60.47,63.14
33.33,59.45,60.5
50.64,54.61,62.9
40.41,53.61,62.42
44.86,60.07,62.42
65.09,58.25,60.58
46.52,59.4,59.52
50.77,52.95,61.71
58.61,56.69,62.64
32.82,51.64,61.55
40.05,61.0,63.11
40.74,58.33,61.4
22.74,61.79,59.29
33.92,59.89,61.61
51.94,63.99,57.57
57.42,59.1,60.54
47.91,58.61,60.97
42.85,64.21,63.26
39.31,58.18,59.47
44.04,59.33,61.68
57.22,67.75,63.0
39.12,60.29,59.51
51.17,56.14,59.12
51.88,67.57,59.96
53.74,64.08,56.48
49.88,53.94,57.97
33.23,60.29,57.89
64.31,63.04,59.08
45.77,62.55,62.83
35.0,62.25,58.67
41.97,63.05,56.13
55.32,57.49,65.03
40.78,68.64,63.97
54.5,59.02,59.99
34.08,66.49,61.46
41.35,55.58,62.22
57.65,58.55,59.47
43.1,66.66,60.93
46.81,54.18,57.42
41.28,69.2,58.17
43.73,58.71,62.52
51.04,58.75,58.58
33.84,61.12,65.52
40.75,63.73,63.22
47.04,57.87,59.95
47.65,67.63,61.43
53.17,46.34,59.85
38.66,57.61,60.33
64.02,56.89,56.0
56.37,62.88,61.95
34.92,61.49,62.91
59.19,58.47,64.52
32.35,70.45,60.19
44.38,59.71,59.25
40.26,64.06,57.33
34.85,58.2,64.45
30.13,56.46,64.27
36.72,66.4,59.93
34.58,59.72,59.45
47.89,58.88,60.27
52.84,58.32,58.83
60.41,61.29,62.0
42.32,69.16,62.64
43.26,54.61,58.23
48.22,60.27,62.8
32.09,64.73,60.31
31.65,61.41,61.68
35.83,57.19,61.36
51.53,52.02,59.16
55.51,54.83,59.36
34.67,56.4,60.87
39.71,61.49,59.94
47.29,69.27,57.53
40.14,58.23,64.61
49.68,68.37,57.78
47.53,53.01,59.77
44.8,59.05,60.68
46.83,54.37,62.16
46.36,58.72,54.7
43.21,55.5,58.31
47.48,65.05,61.31
42.82,62.02,59.56
81.72,62.08,60.33
42.58,55.1,59.82
56.05,57.69,58.93
37.38,56.32,58.23
37.53,58.23,63.84
47.65,58.98,56.0
25.86,68.79,62.99
41.42,56.91,59.94
51.54,53.23,61.19
32.3,61.63,60.32
36.33,64.91,62.37
29.96,64.88,59.31
60.55,57.8,55.53
49.12,62.53,59.95
42.16,64.98,61.55
41.77,78.37,61.7
42.14,57.81,61.91
48.0,56.76,58.83
47.52,60.57,59.97
37.03,56.32,60.91
39.59,62.33,57.13
46.77,64.12,55.1
47.51,64.16,57.56
32.44,58.55,59.71
64.41,61.62,60.84
53.76,56.14,59.97
35.96,66.27,61.08
34.85,65.14,61.5
46.4,57.82,60.67
40.83,66.5,59.89
32.26,55.03,57.39
57.02,58.76,62.56
58.25,59.07,62.36
40.54,60.91,60.22
47.1,59.86,57.56
41.89,57.1,62.97
50.45,70.91,58.61
27.45,59.77,63.11
62.93,58.09,59.18
48.4,61.25,62.43
33.95,62.37,59.47
60.81,66.53,64.22
47.84,60.85,59.86
37.19,57.96,62.51
46.71,57.95,58.98
37.35,57.67,63.13
52.61,58.38,58.97
45.28,64.34,58.68
40.07,60.22,61.59
30.13,64.57,62.53
47.02,65.49,63.2
43.05,60.22,59.39
33.41,59.77,59.48
50.86,62.48,60.73
44.86,55.86,62.31
61.71,60.46,58.59
49.03,56.38,58.04
48.48,62.25,60.61
66.91,57.5,58.74
41.23,65.55,55.69
36.71,48.95,61.46
61.45,64.31,60.75
47.81,64.05,61.39
36.09,59.23,63.99
39.23,60.99,60.37
39.57,62.9,57.45
45.87,58.97,61.06
39.78,66.73,58.71
43.15,53.74,59.69
49.88,61.88,61.16
43.54,62.19,58.94
50.64,61.93,56.38
53.36,55.76,60.63
48.4,59.01,56.66
30.75,55.39,55.68
42.5,51.72,59.13
39.53,61.15,60.0
34.78,62.12,60.55
37.64,65.42,60.75
48.52,60.67,59.21
37.24,60.95,59.23
45.98,63.95,57.35
45.39,55.92,55.54
41.6,59.07,57.67
46.84,57.32,58.82
36.92,56.84,59.87
43.85,61.34,58.88
34.2,66.47,54.69
39.98,53.07,58.17
51.44,59.11,61.33
28.95,66.05,63.27
43.06,69.92,58.42
43.7,59.0,57.54
26.72,57.56,58.46
32.87,65.27,59.82
51.02,60.1,59.33
46.41,52.98,62.94
37.09,59.89,61.01
47.56,60.26,58.0
35.79,59.89,59.07
48.73,56.13,59.18
41.78,64.54,59.2
45.24,64.32,61.15
57.87,53.32,58.69
30.67,57.37,58.56
55.94,63.4,60.01
54.54,58.21,59.64
49.1,50.54,58.61
47.42,72.04,61.34
45.02,61.88,60.53
47.05,66.61,59.11
43.98,62.11,62.55
37.92,63.2,59.02
46.66,61.41,62.8
51.24,65.28,61.65
44.43,60.55,58.76
58.24,63.75,57.82
48.67,59.25,60.55
58.94,65.08,59.59
60.37,66.9,59.46
45.13,55.03,59.6
36.23,54.78,60.74
41.81,61.3,62.38
36.39,55.55,58.18
55.95,63.21,61.13
33.76,64.67,57.83
37.34,68.39,58.49
45.0,60.19,58.19
44.65,58.3,57.51
45.41,60.77,62.17
31.17,69.01,62.1
55.5,65.13,61.73
41.49,52.18,58.95
51.02,53.55,60.51
46.08,67.24,61.07
62.3,60.92,64.49
40.1,63.51,59.98
37.1,56.5,61.66
45.64,57.01,59.77
42.26,61.52,59.91
56.86,62.24,62.22
45.35,51.12,57.36
46.68,57.64,61.71
47.73,60.46,59.67
54.26,58.54,58.29
32.77,51.72,56.87
33.29,57.79,58.27
42.03,63.67,60.91
39.36,56.42,58.55
54.64,62.72,62.54
39.9,58.79,59.54
39.38,52.73,61.47
46.34,60.25,61.05
44.55,62.97,59.16
35.8,64.45,61.53
53.24,56.49,61.02
39.74,63.84,59.11
44.29,57.64,58.32
44.59,68.34,56.46
31.73,53.11,63.38
50.14,61.62,60.08
26.64,59.79,59.9
31.98,63.88,58.3
43.0,51.08,62.22
58.27,60.46,60.34
33.81,55.55,54.37
47.22,55.56,62.54
64.76,68.91,60.79
45.37,61.07,60.69
52.19,56.5,60.17
61.84,64.44,57.06
36.81,53.8,61.17
51.98,55.21,60.19
50.85,58.06,59.77
45.68,54.58,55.75
49.15,66.02,61.19
40.02,66.86,61.12
47.58,67.85,61.04
45.5,56.72,59.02
35.88,66.1,62.92
44.62,69.01,60.77
39.97,66.28,61.32
39.19,60.88,56.64
63.08,56.79,62.34
59.92,58.08,58.64
30.6,55.53,56.6
44.18,62.02,60.27
40.88,60.25,60.94
35.44,54.72,57.11
40.36,61.3,58.43
33.01,64.26,60.03
37.89,57.46,60.5
46.28,62.08,58.71
39.91,57.11,60.04
43.79,59.5,55.92
37.57,58.1,57.12
47.6,64.56,54.91
54.0,60.11,59.46
37.07,59.5,60.77
46.15,61.76,54.74
36.09,61.29,59.93
28.43,57.38,59.09
48.42,57.36,63.24
23.31,62.3,61.11
23.02,58.4,56.83
35.77,55.74,57.27
38.84,60.49,61.25
44.26,60.26,57.84
31.01,55.71,59.58
33.42,49.6,57.04
41.1,61.29,60.41
41.16,56.15,60.87
33.67,65.51,58.43
47.1,53.81,56.85
37.8,57.86,60.35
40.75,70.04,60.68
53.5,57.64,57.95
54.78,52.77,61.74
34.17,67.56,60.64
52.93,64.01,58.43
49.86,51.36,58.2
51.47,61.77,59.83
58.16,60.89,62.86
32.8,48.78,60.5
52.3,52.82,60.09
40.46,58.04,61.36
46.54,64.96,63.15
39.94,61.03,59.97
76.33,63.35,63.85
41.17,64.88,58.38
56.72,60.48,59.59
48.32,60.08,60.59
52.24,64.38,65.04
42.3,55.05,58.13
34.5,64.67,58.76
37.03,64.84,56.62
38.81,53.35,60.81
35.65,63.39,58.61
43.87,53.93,55.44
64.83,63.08,57.63
62.45,58.08,62.67
47.37,56.16,63.64
51.37,50.68,61.85
69.77,63.1,60.35
34.61,55.41,62.88
54.85,55.89,61.6
43.16,63.8,57.94
54.09,60.22,58.13
43.3,60.97,62.29
44.36,56.13,58.4
34.63,63.13,59.05
37.8,60.33,62.57
31.05,60.41,56.81
45.1,60.52,56.2
58.12,58.97,57.12
46.28,60.32,59.02
38.79,54.32,61.36
59.32,59.83,59.39
48.86,58.76,62.03
53.18,57.32,56.16
60.77,51.99,63.05
49.93,54.96,60.91
33.38,56.78,57.49
44.66,56.86,58.81
29.32,57.98,59.31
42.65,54.62,61.91
55.47,60.32,59.4
41.49,68.62,63.82
34.51,55.26,63.67
48.18,65.19,59.94
71.92,61.67,57.67
45.32,62.53,60.06
54.39,64.6,57.26
29.01,58.26,58.19
61.8,63.22,59.19
53.63,65.55,61.27
44.59,57.37,62.82
46.51,55.52,58.46
40.1,52.6,57.28
39.24,59.26,61.77
33.21,47.71,60.95
34.61,64.32,59.35
33.25,58.62,58.12
42.41,57.27,61.26
51.79,59.42,63.07
37.52,61.96,61.27
56.17,55.49,61.26
31.9,60.67,62.15
40.09,66.2,58.37
42.24,63.9,59.03
33.48,61.38,60.12
55.67,58.43,60.33
37.66,62.39,57.25
56.9,59.01,58.59
40.87,57.01,57.71
38.15,68.77,63.78
43.47,53.56,55.19
56.87,58.37,57.49
40.16,58.02,63.77
29.89,61.38,58.9
35.06,57.96,61.7
37.97,59.84,58.67
30.63,68.04,61.75
55.05,66.87,55.94
35.82,59.85,61.29
34.22,50.44,59.78
33.89,66.28,56.41
50.07,54.2,59.32
32.21,66.54,59.07
43.07,59.11,58.99
45.12,58.82,58.0
38.74,63.66,57.64
34.08,58.15,59.54
45.23,63.59,56.65
43.37,55.41,59.24
34.35,67.8,64.21
39.06,60.49,60.58
40.35,58.39,59.65
34.63,55.44,60.9
34.08,58.8,57.29
40.1,62.43,58.9
42.27,63.28,61.89
38.76,62.83,59.98
32.68,57.52,56.88
54.98,63.15,58.03
34.73,64.61,60.76
49.23,55.28,62.52
40.41,58.19,60.93
32.23,67.28,60.14
44.53,60.86,59.17
45.98,66.41,60.59
55.96,49.3,60.66
50.12,56.9,60.95
53.8,62.99,59.46
60.53,69.58,56.06
52.0,65.47,59.82
47.94,60.4,56.84
36.31,62.05,60.12
43.49,56.69,60.79
45.3,62.0,55.97
48.38,61.99,62.02
38.13,56.26,58.58
41.24,63.22,56.48
40.42,52.84,58.53
34.0,65.46,59.93
42.85,64.12,61.62
38.6,62.73,58.35
32.98,60.37,59.26
31.12,55.36,60.89
29.85,43.01,58.42
47.13,56.44,57.24
41.21,62.99,60.98
65.5,58.99,59.89
44.17,62.98,60.95
51.4,69.68,62.02
33.21,60.07,57.78
37.52,67.72,60.12
49.17,66.23,60.81
36.47,62.61,58.97
51.65,63.38,58.08
37.28,50.61,57.12
41.85,58.48,61.15
23.3,53.34,59.12
51.01,55.25,59.72
44.79,59.58,58.65
40.65,63.01,62.14
51.1,61.3,57.79
31.76,61.58,58.71
39.56,56.87,57.71
33.32,50.79,58.91
40.21,55.07,61.43
45.21,60.96,60.37
42.71,61.28,58.81
63.92,48.84,60.41
39.18,57.93,60.67
51.24,69.87,61.91
40.24,58.33,57.84
31.24,56.81,56.71
39.51,70.03,62.91
32.79,67.71,60.05
55.2,55.63,60.51
47.59,59.8,61.45
49.89,62.17,60.63
35.75,63.15,56.77
32.01,64.46,60.47
46.41,61.13,61.75
41.38,55.56,59.1
36.14,52.56,63.21
37.56,50.97,61.35
38.12,66.1,59.37
57.42,59.83,60.34
53.75,62.64,59.12
49.45,67.68,60.51
32.05,64.61,58.11
42.43,62.2,58.29
47.67,46.79,61.04
40.7,61.41,58.36
36.93,61.09,60.16
46.57,52.92,58.38
26.57,57.34,60.72
41.54,58.66,63.93
54.36,62.21,62.21
44.32,58.92,61.26
38.72,56.93,62.13
42.76,60.26,61.7
56.86,43.91,61.44
48.59,55.75,57.78
46.5,54.84,59.04
53.54,60.21,60.04
48.93,66.08,60.2
50.75,57.29,59.21
42.51,61.24,61.2
36.96,68.3,63.08
56.63,52.18,58.09
43.16,58.85,55.32
40.31,60.9,53.55
42.78,56.41,58.74
41.31,60.32,59.86
48.24,60.13,56.99
45.75,59.9,60.92
58.41,53.94,56.34
40.9,57.84,56.94
36.04,58.63,59.28
53.75,50.87,64.2
53.92,60.04,55.68
32.76,52.79,61.2
39.09,65.96,61.38
26.07,52.24,61.97
47.03,60.97,63.2
35.24,63.85,58.76
41.5,65.99,59.82
34.82,72.54,57.02
44.92,61.83,63.08
51.53,60.88,58.96
50.72,64.95,59.84
38.43,62.05,63.35
43.29,54.66,60.41
48.92,61.45,53.7
39.25,60.91,57.77
36.59,63.07,61.19
45.38,56.46,62.14
54.87,56.49,61.31
45.57,62.59,58.6
38.8,56.86,60.1
61.4,53.27,63.73
59.69,64.24,56.94
45.37,58.14,59.31
37.33,65.28,62.11
48.62,56.84,58.57
49.59,50.63,64.14
54.68,63.85,62.7
50.66,56.53,55.46
37.22,63.78,62.27
30.91,65.63,59.84
41.13,63.56,54.62
38.78,63.8,59.68
46.97,62.86,61.92
42.35,63.14,63.05
32.53,52.88,60.41
43.43,61.26,60.01
42.13,65.79,58.97
38.31,73.7,61.48
48.44,62.01,59.92
35.97,61.13,54.86
66.07,65.9,58.02
49.59,60.51,59.1
48.19,64.24,58.66
32.15,65.17,62.52
32.1,67.73,60.81
52.87,57.8,59.3
63.96,60.25,62.86
57.26,53.32,59.16
41.11,59.62,65.3
38.62,54.8,59.39
28.63,54.09,61.36
40.3,54.84,61.34
42.32,64.16,61.89
39.85,55.86,62.63
34.48,65.7,61.83
60.02,57.54,59.07
38.91,61.66,61.26
45.8,61.47,62.03
43.86,57.08,61.7
40.26,60.72,60.93
45.17,55.56,59.21
47.66,55.23,60.43
48.32,56.59,58.95
48.97,61.95,62.7
56.54,52.5,59.38
43.04,63.74,60.45
29.01,57.48,57.16
55.88,57.22,59.35
46.97,59.65,61.43
49.64,54.55,60.58
41.57,57.91,61.84
37.86,59.41,61.9
45.27,64.69,50.88
40.32,57.06,62.0
43.53,64.3,57.37
49.37,60.46,63.95
51.64,49.99,57.85
43.41,58.82,58.35
43.67,59.66,59.96
32.04,60.46,60.0
52.32,66.94,59.26
33.46,65.21,63.0
47.08,58.73,60.79
45.91,48.99,62.56
64.9,58.74,58.6
31.89,59.36,58.47
31.12,62.97,57.68
39.09,60.48,62.61
48.67,57.57,60.69
44.39,53.47,59.68
59.45,51.77,57.8
30.21,60.35,61.49
49.71,66.57,59.78
48.49,57.35,59.06
55.52,58.9,60.5
57.27,55.21,61.61
35.89,60.69,61.48
44.26,58.45,60.32
53.31,63.34,61.25
62.45,60.21,56.95
54.56,61.99,59.02
35.64,64.18,60.82
31.96,66.18,61.98
48.9,54.29,62.83
59.25,58.57,58.3
40.74,58.36,60.25
62.68,56.88,58.95
35.78,60.43,57.5
50.86,62.16,59.01
38.73,61.53,58.55
34.61,53.23,61.45
46.97,54.67,61.01
33.26,52.43,57.44
36.92,61.94,63.32
49.08,61.86,57.21
47.14,57.61,60.95
46.95,55.07,59.65
38.76,62.86,61.42
32.32,61.83,62.28
40.22,52.29,56.43
61.09,61.71,55.18
36.68,51.18,60.21
54.58,54.24,61.85
58.54,66.25,60.04
60.29,57.82,63.22
64.57,58.07,58.26
42.02,63.8,62.12
47.74,67.9,59.3
56.39,56.41,59.31
34.65,57.79,56.19
40.47,66.77,56.15
42.51,62.63,61.77
36.02,57.08,57.39
54.91,68.81,59.17
41.22,64.52,59.49
59.41,60.26,62.16
39.16,60.53,59.33
41.32,63.44,59.7
58.04,53.31,58.34
57.9,52.99,60.99
30.81,56.99,57.25
43.59,60.34,62.18
68.87,60.24,61.64
60.11,56.53,57.4
46.64,57.63,61.41
35.69,52.03,59.77
60.48,61.84,60.49
48.97,60.96,60.37
58.96,57.01,63.16
34.01,55.1,58.58
42.57,64.02,59.2
55.0,48.56,61.31
35.3,60.69,58.85
26.22,60.84,56.74
32.08,55.31,61.98
